,symbol,type,entry_time,exit_time,entry_price,exit_price,sl,tp,risk,reward,profit,close_reason
0,EURUSD,BUY,1780306200.0,1780315200.0,1.16645,1.165,1.165,1.1722499999999998,0.0014499999999999513,0.005799999999999805,-0.0014499999999999513,SL
1,EURUSD,SELL,1780426800.0,1780581600.0,1.16306,1.16416,1.16416,1.1586599999999996,0.001100000000000101,0.004400000000000404,-0.001100000000000101,SL
