,symbol,type,entry_time,exit_time,entry_price,exit_price,sl,tp,risk,reward,profit,close_reason
111,XAUUSD,SELL,1777253400.0,1777262400.0,4684.69,4699.83,4699.83,4624.129999999998,15.140000000000327,60.56000000000131,-15.140000000000327,SL
112,XAUUSD,SELL,1777291200.0,1777363200.0,4702.25,4652.169999999998,4714.77,4652.169999999998,12.520000000000437,50.080000000001746,50.080000000001746,TP
113,XAUUSD,BUY,1777431600.0,1777435200.0,4600.06,4587.9,4587.9,4648.7000000000035,12.160000000000764,48.640000000003056,-12.160000000000764,SL
114,XAUUSD,SELL,1777435200.0,1777447800.0,4580.44,4604.79,4604.79,4483.039999999998,24.350000000000364,97.40000000000146,-24.350000000000364,SL
115,XAUUSD,SELL,1777453200.0,1777480200.0,4585.0,4511.799999999999,4603.3,4511.799999999999,18.300000000000182,73.20000000000073,73.20000000000073,TP
116,XAUUSD,BUY,1777516200.0,1777532400.0,4561.71,4549.67,4549.67,4609.87,12.039999999999964,48.159999999999854,-12.039999999999964,SL
117,XAUUSD,SELL,1777532400.0,1777537800.0,4547.2,4563.88,4563.88,4480.479999999999,16.68000000000029,66.72000000000116,-16.68000000000029,SL
118,XAUUSD,BUY,1777539600.0,1777554000.0,4569.53,4632.169999999999,4553.87,4632.169999999999,15.659999999999854,62.63999999999942,62.63999999999942,TP
119,XAUUSD,SELL,1777620600.0,1777653000.0,4609.17,4628.87,4628.87,4530.370000000001,19.699999999999818,78.79999999999927,-19.699999999999818,SL
120,XAUUSD,BUY,1777658400.0,1777669200.0,4636.54,4619.14,4619.14,4706.1399999999985,17.399999999999636,69.59999999999854,-17.399999999999636,SL
121,XAUUSD,SELL,1777863600.0,1777870800.0,4605.87,4618.56,4618.56,4555.109999999998,12.69000000000051,50.76000000000204,-12.69000000000051,SL
122,XAUUSD,SELL,1777883400.0,1777899600.0,4599.07,4542.59,4613.19,4542.59,14.11999999999989,56.47999999999956,56.47999999999956,TP
123,XAUUSD,BUY,1777957200.0,1777962600.0,4541.68,4534.16,4534.16,4571.760000000002,7.520000000000437,30.080000000001746,-7.520000000000437,SL
124,XAUUSD,BUY,1777977000.0,1777980600.0,4545.52,4554.320000000003,4543.32,4554.320000000003,2.2000000000007276,8.80000000000291,8.80000000000291,TP
