time,open,high,low,close,tick_volume,spread,real_volume
1780007400,1.16489,1.16515,1.16468,1.16477,998,1,0
1780009200,1.16475,1.16477,1.1644700000000001,1.16465,563,3,0
1780011000,1.16465,1.16496,1.16464,1.16494,425,3,0
1780012800,1.16509,1.16522,1.1649,1.16506,221,7,0
1780014600,1.16506,1.16516,1.16504,1.16513,504,3,0
1780016400,1.16513,1.16519,1.16502,1.16514,281,2,0
1780018200,1.16514,1.16515,1.16498,1.16499,264,3,0
1780020000,1.16499,1.16528,1.16499,1.16514,284,3,0
1780021800,1.16513,1.1653,1.16505,1.16523,283,2,0
1780023600,1.16523,1.16556,1.1652,1.16538,801,2,0
1780025400,1.16538,1.16538,1.16473,1.16487,774,1,0
1780027200,1.16487,1.16564,1.16478,1.16539,1017,1,0
1780029000,1.16539,1.16539,1.16433,1.16445,1017,0,0
1780030800,1.16445,1.16477,1.16435,1.16464,815,0,0
1780032600,1.16464,1.16493,1.1644700000000001,1.16448,528,2,0
1780034400,1.16448,1.1645,1.16397,1.1641,716,0,0
1780036200,1.1641,1.16412,1.1635900000000001,1.16372,718,2,0
1780038000,1.16371,1.16391,1.16353,1.16356,655,2,0
1780039800,1.16356,1.16392,1.16341,1.1639,520,0,0
1780041600,1.1639,1.16436,1.16381,1.16415,626,0,0
1780043400,1.16414,1.16428,1.16395,1.16421,559,1,0
1780045200,1.16419,1.16478,1.16419,1.16454,1290,1,0
1780047000,1.16454,1.16543,1.16449,1.16534,1352,0,0
1780048800,1.16534,1.16534,1.16414,1.16434,1554,0,0
1780050600,1.16435,1.16446,1.16377,1.1642000000000001,1404,0,0
1780052400,1.1642000000000001,1.1642000000000001,1.16337,1.16388,1862,0,0
1780054200,1.16388,1.1639599999999999,1.16249,1.16282,1452,0,0
1780056000,1.16282,1.16385,1.16266,1.16365,1632,1,0
1780057800,1.16365,1.16428,1.1633,1.16415,1205,0,0
1780059600,1.16416,1.16451,1.16378,1.16425,1046,0,0
1780061400,1.16425,1.16443,1.16407,1.1643,1042,0,0
1780063200,1.16429,1.16448,1.16398,1.16433,1236,0,0
1780065000,1.16433,1.16482,1.16405,1.16474,1345,0,0
1780066800,1.16477,1.16486,1.16428,1.16464,1213,0,0
1780068600,1.16464,1.16489,1.16414,1.16488,1459,0,0
1780070400,1.16488,1.16531,1.16464,1.16498,1666,0,0
1780072200,1.16498,1.16521,1.16448,1.16473,1866,0,0
1780074000,1.16475,1.16509,1.16417,1.16459,2122,0,0
1780075800,1.16459,1.16744,1.16403,1.16685,4296,0,0
1780077600,1.16685,1.16818,1.16672,1.16751,3421,0,0
1780079400,1.16751,1.16858,1.16742,1.16779,2950,0,0
1780081200,1.1678,1.16791,1.16677,1.16697,1470,0,0
1780083000,1.16697,1.16746,1.16666,1.16721,1617,0,0
1780084800,1.1672,1.16734,1.16658,1.16677,1172,0,0
1780086600,1.16678,1.16681,1.1662,1.16622,1132,2,0
1780088400,1.16621,1.16659,1.16615,1.16645,1105,0,0
1780090200,1.16645,1.16686,1.16604,1.16641,1232,0,0
1780092000,1.16641,1.16694,1.1663999999999999,1.16679,828,0,0
1780093800,1.1668,1.16687,1.16637,1.16646,1152,0,0
1780095600,1.16645,1.16648,1.16606,1.16612,643,3,0
1780097400,1.16612,1.16623,1.16584,1.16606,931,0,0
1780272000,1.1652,1.16567,1.16516,1.16553,367,8,0
1780273800,1.16552,1.16604,1.16549,1.16599,440,4,0
1780275600,1.16599,1.16599,1.16513,1.16535,783,0,0
1780277400,1.16535,1.1655,1.16522,1.1654200000000001,1063,0,0
1780279200,1.16543,1.16556,1.16533,1.16554,781,3,0
1780281000,1.16554,1.16557,1.16483,1.1648399999999999,1314,0,0
1780282800,1.16485,1.16535,1.16455,1.16476,1532,0,0
1780284600,1.16476,1.16485,1.16449,1.16477,1013,1,0
1780286400,1.16477,1.16482,1.16436,1.16439,940,0,0
1780288200,1.16439,1.16454,1.16419,1.1644700000000001,776,2,0
1780290000,1.1644700000000001,1.16454,1.16437,1.16446,451,2,0
1780291800,1.16446,1.16468,1.16435,1.16463,564,2,0
1780293600,1.16463,1.1649,1.16433,1.16475,739,0,0
1780295400,1.16475,1.16486,1.16415,1.16438,526,1,0
1780297200,1.16438,1.16473,1.16434,1.16472,397,2,0
1780299000,1.16473,1.1648399999999999,1.16461,1.1648,466,2,0
1780300800,1.1648,1.16523,1.16479,1.16513,598,0,0
1780302600,1.16513,1.16532,1.16503,1.16513,630,2,0
1780304400,1.16515,1.1656,1.165,1.16513,1382,1,0
1780306200,1.16513,1.16647,1.1650800000000001,1.16645,1764,0,0
1780308000,1.16643,1.16647,1.16556,1.16584,1590,0,0
1780309800,1.16583,1.1659,1.16517,1.16565,982,0,0
1780311600,1.16565,1.16601,1.16548,1.16587,1089,0,0
1780313400,1.16588,1.166,1.16533,1.16578,1022,0,0
1780315200,1.1657899999999999,1.16605,1.16482,1.16497,1115,0,0
1780317000,1.16497,1.16514,1.16485,1.16507,1040,1,0
1780318800,1.1650800000000001,1.1651,1.16472,1.1648399999999999,847,1,0
1780320600,1.16485,1.16503,1.1646,1.16474,755,0,0
1780322400,1.16474,1.16479,1.16416,1.1646,955,0,0
1780324200,1.1646,1.16482,1.16429,1.16458,711,0,0
1780326000,1.16458,1.16501,1.16454,1.16498,1204,0,0
1780327800,1.16498,1.16504,1.1645,1.16473,1778,0,0
1780329600,1.16473,1.16482,1.16254,1.16272,4287,0,0
1780331400,1.16273,1.16294,1.16099,1.161,3782,0,0
1780333200,1.16089,1.16181,1.16068,1.1614200000000001,3637,0,0
1780335000,1.1614200000000001,1.16183,1.16109,1.16175,2542,1,0
1780336800,1.16175,1.16227,1.1615199999999999,1.16216,2445,0,0
1780338600,1.16216,1.16286,1.16215,1.1623,2188,0,0
1780340400,1.1623,1.16259,1.16164,1.1621299999999999,1212,0,0
1780342200,1.1621299999999999,1.16304,1.16207,1.16297,1557,0,0
1780344000,1.16297,1.16319,1.1625,1.16319,1324,0,0
1780345800,1.16319,1.16377,1.16296,1.16346,1783,0,0
1780347600,1.16346,1.16352,1.16328,1.1633,636,2,0
1780349400,1.16331,1.16347,1.16305,1.16307,577,2,0
1780351200,1.16307,1.16337,1.16295,1.1632,538,0,0
1780353000,1.1632,1.16334,1.16265,1.16316,1068,2,0
1780354800,1.16315,1.16336,1.16304,1.16315,304,3,0
1780356600,1.16315,1.1633,1.16309,1.16313,439,3,0
1780358400,1.16308,1.16348,1.1628,1.16343,228,9,0
1780360200,1.16343,1.16358,1.16331,1.16344,242,3,0
1780362000,1.16342,1.16347,1.16323,1.1633,282,3,0
1780363800,1.1633,1.1634,1.16329,1.16338,189,1,0
1780365600,1.16338,1.16356,1.16338,1.16346,179,3,0
1780367400,1.16346,1.1636,1.16327,1.16352,302,2,0
1780369200,1.16353,1.16354,1.1629800000000001,1.16331,739,1,0
1780371000,1.1633,1.16347,1.16292,1.16313,689,1,0
1780372800,1.16313,1.16368,1.16312,1.1633499999999999,802,1,0
1780374600,1.1633499999999999,1.16352,1.16284,1.16305,713,0,0
1780376400,1.16305,1.16341,1.16302,1.16337,563,2,0
1780378200,1.16337,1.16345,1.16302,1.16309,322,2,0
1780380000,1.16309,1.16336,1.16307,1.1633,507,2,0
1780381800,1.1633,1.16351,1.16326,1.16341,385,2,0
1780383600,1.16341,1.16364,1.1634,1.16358,358,2,0
1780385400,1.16358,1.16387,1.16358,1.16377,416,2,0
1780387200,1.16378,1.1639599999999999,1.16368,1.16375,502,2,0
1780389000,1.16375,1.1638600000000001,1.1636199999999999,1.1637,398,2,0
1780390800,1.1637,1.16502,1.1637,1.16489,1216,0,0
1780392600,1.16489,1.16522,1.16479,1.16504,1292,1,0
1780394400,1.16504,1.16507,1.1644700000000001,1.16467,1179,0,0
1780396200,1.16467,1.16493,1.1645699999999999,1.16486,1096,2,0
1780398000,1.16485,1.16525,1.16448,1.16462,1101,0,0
1780399800,1.16462,1.16476,1.16419,1.16435,814,2,0
1780401600,1.16435,1.16438,1.16401,1.16433,1061,0,0
1780403400,1.16433,1.16448,1.1641,1.16431,898,0,0
1780405200,1.16431,1.16454,1.16383,1.16426,846,1,0
1780407000,1.16426,1.1646,1.16416,1.16436,764,2,0
1780408800,1.16436,1.16467,1.16435,1.16467,876,2,0
1780410600,1.16467,1.16527,1.16462,1.16493,802,1,0
1780412400,1.16493,1.16539,1.16473,1.16522,1084,0,0
1780414200,1.16522,1.16556,1.16492,1.16503,1361,0,0
1780416000,1.16503,1.16523,1.16455,1.16455,1728,0,0
1780417800,1.16456,1.1648,1.16394,1.16432,1772,0,0
1780419600,1.16432,1.16437,1.16361,1.16397,1999,0,0
1780421400,1.1639599999999999,1.16499,1.16393,1.16435,1832,0,0
1780423200,1.16434,1.1645,1.16355,1.16368,1657,0,0
1780425000,1.16368,1.16416,1.16363,1.16404,1206,0,0
1780426800,1.16404,1.1641,1.16303,1.16306,1000,0,0
1780428600,1.16306,1.16315,1.16268,1.16283,740,0,0
1780430400,1.16283,1.16297,1.16231,1.16242,967,0,0
1780432200,1.16242,1.16251,1.16201,1.16214,504,1,0
1780434000,1.16214,1.16226,1.16134,1.16205,941,0,0
1780435800,1.16205,1.16299,1.16205,1.16284,909,0,0
1780437600,1.16284,1.1633,1.16284,1.16317,589,0,0
1780439400,1.16317,1.1632500000000001,1.16306,1.16322,646,1,0
1780441200,1.16321,1.16346,1.16313,1.16317,372,3,0
1780443000,1.16317,1.16323,1.1629800000000001,1.16309,556,3,0
1780444800,1.16314,1.16317,1.16289,1.16305,1524,7,0
1780446600,1.16305,1.16324,1.16279,1.16288,329,5,0
1780448400,1.16292,1.16299,1.16268,1.16285,351,0,0
1780450200,1.16285,1.16291,1.16263,1.16265,369,3,0
1780452000,1.16265,1.16273,1.1622,1.16228,694,3,0
1780453800,1.16228,1.16234,1.16196,1.1621,625,0,0
1780455600,1.1621,1.16273,1.1620300000000001,1.16271,972,2,0
1780457400,1.16271,1.16306,1.16268,1.16286,654,2,0
1780459200,1.16287,1.16309,1.16261,1.16305,1003,1,0
1780461000,1.16305,1.16333,1.16275,1.16294,800,2,0
1780462800,1.16294,1.16319,1.16283,1.16285,493,2,0
1780464600,1.16285,1.16295,1.16248,1.16281,791,2,0
1780466400,1.1628,1.16295,1.16269,1.16269,640,2,0
1780468200,1.16269,1.16294,1.16262,1.1627399999999999,566,2,0
1780470000,1.1627399999999999,1.1628,1.16247,1.16247,346,2,0
1780471800,1.16247,1.16259,1.16243,1.16255,448,2,0
1780473600,1.16255,1.1627,1.16217,1.16222,546,2,0
1780475400,1.16222,1.1623999999999999,1.16185,1.16186,814,1,0
1780477200,1.16186,1.16224,1.16122,1.16159,1564,0,0
1780479000,1.16159,1.16186,1.16131,1.16163,1342,0,0
1780480800,1.16162,1.16207,1.16131,1.16138,1314,0,0
1780482600,1.16137,1.16244,1.16128,1.16161,2024,0,0
1780484400,1.16161,1.16165,1.1610800000000001,1.16128,1600,0,0
1780486200,1.16128,1.16154,1.16068,1.16094,2748,0,0
1780488000,1.16094,1.16159,1.16092,1.16131,1599,0,0
1780489800,1.16131,1.16156,1.16097,1.16134,1203,0,0
1780491600,1.16134,1.16229,1.16127,1.16154,1834,0,0
1780493400,1.16154,1.16177,1.16147,1.16159,811,0,0
1780495200,1.16159,1.16202,1.16153,1.162,938,0,0
1780497000,1.162,1.16225,1.16161,1.16178,1061,1,0
1780498800,1.16178,1.16185,1.16068,1.16069,1318,0,0
1780500600,1.16069,1.16069,1.15966,1.16005,1692,0,0
1780502400,1.16004,1.1604700000000001,1.15973,1.1604,1745,0,0
1780504200,1.1604,1.16062,1.15987,1.16027,2555,0,0
1780506000,1.16027,1.16086,1.1599599999999999,1.16037,2857,0,0
1780507800,1.16037,1.16122,1.15947,1.16121,3115,0,0
1780509600,1.16121,1.16129,1.16024,1.16074,2700,0,0
1780511400,1.16074,1.16103,1.1604,1.1604700000000001,1817,0,0
1780513200,1.16049,1.16049,1.15957,1.15994,1766,2,0
1780515000,1.15994,1.16017,1.15951,1.16,1452,0,0
1780516800,1.16,1.16035,1.1597,1.15973,958,0,0
1780518600,1.15973,1.15997,1.15968,1.15984,648,2,0
1780520400,1.15984,1.15993,1.15952,1.15977,673,0,0
1780522200,1.15977,1.15998,1.15954,1.15983,802,2,0
1780524000,1.15983,1.16009,1.15971,1.15973,841,2,0
1780525800,1.15973,1.15991,1.15972,1.1598,732,2,0
1780527600,1.1598,1.16003,1.1596899999999999,1.15993,472,2,0
1780529400,1.15994,1.16,1.15975,1.15978,452,0,0
1780531200,1.1597,1.15999,1.15968,1.15991,193,10,0
1780533000,1.15994,1.16009,1.15967,1.15975,542,3,0
1780534800,1.15975,1.1599,1.15945,1.15967,363,1,0
1780536600,1.15967,1.16123,1.15966,1.16058,791,0,0
1780538400,1.16058,1.16084,1.16013,1.16051,596,0,0
1780540200,1.16051,1.16106,1.1604700000000001,1.16088,566,0,0
1780542000,1.16089,1.16126,1.16054,1.16094,1265,0,0
1780543800,1.16094,1.16119,1.16058,1.16066,915,2,0
1780545600,1.16067,1.16085,1.16039,1.16077,1170,2,0
1780547400,1.16077,1.16101,1.16071,1.16095,862,2,0
1780549200,1.16095,1.16103,1.16062,1.16076,857,1,0
1780551000,1.16077,1.16111,1.16077,1.161,598,2,0
1780552800,1.161,1.161,1.16025,1.16034,570,0,0
1780554600,1.16034,1.16061,1.16027,1.1606,408,2,0
1780556400,1.1606,1.16061,1.16038,1.16059,430,2,0
1780558200,1.16059,1.16129,1.16059,1.16096,871,0,0
1780560000,1.16096,1.16104,1.16054,1.16056,700,2,0
1780561800,1.16056,1.16104,1.16052,1.16097,671,2,0
1780563600,1.16097,1.16127,1.1607,1.16104,1185,1,0
1780565400,1.16104,1.16149,1.16079,1.16106,1504,0,0
1780567200,1.16105,1.16126,1.16037,1.16062,1533,1,0
1780569000,1.16062,1.16071,1.15984,1.16039,1431,2,0
1780570800,1.16038,1.1610800000000001,1.16035,1.16103,1514,1,0
1780572600,1.16104,1.1614,1.16066,1.16131,1236,0,0
1780574400,1.16131,1.16224,1.16131,1.16205,1559,0,0
1780576200,1.16205,1.16282,1.16192,1.16257,1468,0,0
1780578000,1.16254,1.16305,1.16252,1.16287,1211,0,0
1780579800,1.16287,1.16341,1.16276,1.16303,1400,0,0
1780581600,1.16304,1.16434,1.16302,1.16406,1863,0,0
1780583400,1.16406,1.16453,1.16369,1.16417,1832,0,0
1780585200,1.16417,1.1645,1.16344,1.16382,2029,0,0
1780587000,1.16382,1.16433,1.16368,1.16368,1871,2,0
1780588800,1.16368,1.16398,1.16339,1.16364,1570,0,0
1780590600,1.16365,1.16397,1.16347,1.1635900000000001,2221,0,0
1780592400,1.1635900000000001,1.16398,1.16313,1.16315,1836,0,0
1780594200,1.16315,1.16332,1.1629,1.16305,1511,0,0
1780596000,1.16305,1.16315,1.16223,1.16235,1708,0,0
1780597800,1.16235,1.16299,1.16224,1.16282,1446,2,0
1780599600,1.16282,1.16295,1.16263,1.1628,820,2,0
1780601400,1.1628,1.16288,1.16231,1.16233,725,1,0
1780603200,1.16233,1.1623999999999999,1.16198,1.16201,587,0,0
1780605000,1.16201,1.16219,1.16194,1.16207,544,2,0
1780606800,1.16207,1.16224,1.16165,1.16165,528,0,0
1780608600,1.16165,1.1617899999999999,1.16132,1.16149,707,0,0
1780610400,1.16149,1.1616,1.16112,1.16123,650,2,0
1780612200,1.16123,1.1613,1.16104,1.16124,592,0,0
1780614000,1.16124,1.16133,1.16085,1.1609,381,2,0
1780615800,1.1609,1.16119,1.16079,1.16102,418,3,0
1780617600,1.1609099999999999,1.16149,1.1609099999999999,1.1614200000000001,338,5,0
1780619400,1.1614200000000001,1.16156,1.1610800000000001,1.16132,498,3,0
1780621200,1.16132,1.16135,1.16117,1.16127,270,3,0
1780623000,1.16126,1.16129,1.16107,1.16119,191,3,0
1780624800,1.16119,1.16136,1.1611799999999999,1.16128,242,3,0
1780626600,1.16129,1.16133,1.1611799999999999,1.16122,262,3,0
1780628400,1.16123,1.16141,1.16109,1.16129,1002,0,0
1780630200,1.16129,1.16136,1.16109,1.16127,790,2,0
1780632000,1.16127,1.16139,1.16097,1.16116,1251,2,0
1780633800,1.16116,1.16149,1.16111,1.16135,1047,2,0
1780635600,1.16135,1.16166,1.16124,1.1616,667,0,0
1780637400,1.1616,1.1616,1.16134,1.16139,582,2,0
1780639200,1.16139,1.16156,1.16136,1.16145,613,2,0
1780641000,1.16145,1.1615,1.16136,1.16148,433,2,0
1780642800,1.16148,1.16165,1.16137,1.16137,592,2,0
1780644600,1.16137,1.1617,1.16137,1.16159,508,2,0
1780646400,1.16159,1.16164,1.16148,1.16159,461,2,0
1780648200,1.16159,1.16193,1.16153,1.16155,581,0,0
1780650000,1.16155,1.1617899999999999,1.16128,1.16178,1108,2,0
1780651800,1.16178,1.16227,1.16173,1.16222,1133,0,0
1780653600,1.16221,1.1630099999999999,1.16217,1.1629800000000001,1823,0,0
1780655400,1.1629800000000001,1.16371,1.1628,1.16319,1661,0,0
1780657200,1.16319,1.16398,1.16317,1.16378,1791,0,0
1780659000,1.16378,1.1639599999999999,1.1635900000000001,1.16365,1404,1,0
1780660800,1.16365,1.16443,1.1633499999999999,1.16391,1824,0,0
1780662600,1.16391,1.16403,1.16363,1.16387,1091,2,0
1780664400,1.16385,1.16424,1.16373,1.16421,951,1,0
1780666200,1.16421,1.16442,1.16378,1.16403,1218,0,0
1780668000,1.16403,1.16405,1.16343,1.16389,1481,0,0
1780669800,1.16388,1.16419,1.16332,1.16415,1447,0,0
1780671600,1.16415,1.16428,1.16345,1.16345,1999,0,0
1780673400,1.16345,1.16352,1.15862,1.15865,5589,0,0
1780675200,1.15865,1.15997,1.15838,1.15846,5330,0,0
1780677000,1.15846,1.15866,1.15714,1.15719,4593,0,0
1780678800,1.15719,1.15805,1.1553499999999999,1.15558,4680,0,0
1780680600,1.15558,1.15618,1.15481,1.1559,3723,0,0
1780682400,1.15589,1.156,1.15424,1.1546,3840,0,0
1780684200,1.1546,1.1548,1.15303,1.15322,2895,0,0
1780686000,1.15322,1.1532499999999999,1.15222,1.15263,3372,0,0
1780687800,1.1526399999999999,1.1533,1.15215,1.15322,2202,0,0
1780689600,1.15322,1.1533,1.15255,1.15268,2033,0,0
1780691400,1.1527,1.15275,1.15181,1.15242,1956,1,0
1780693200,1.15243,1.15259,1.1519,1.15224,2000,0,0
1780695000,1.15224,1.15289,1.15207,1.15229,1741,0,0
1780696800,1.15229,1.15235,1.15177,1.15218,1521,0,0
1780698600,1.15218,1.15273,1.1519300000000001,1.15251,1480,0,0
1780700400,1.1525,1.15252,1.1516899999999999,1.15234,815,3,0
1780702200,1.15235,1.15261,1.15186,1.15199,997,3,0
1780876800,1.15085,1.15136,1.15009,1.1513200000000001,400,20,0
1780878600,1.1513200000000001,1.15139,1.15072,1.15092,455,12,0
1780880400,1.15092,1.15186,1.15087,1.15134,1542,0,0
