,time,open,high,low,close,tick_volume,spread,real_volume
1361,1777385700,1.16958,1.16975,1.16922,1.16946,902,0,0
1362,1777386600,1.16946,1.16946,1.16873,1.16903,1170,0,0
1363,1777387500,1.16903,1.16903,1.16816,1.16829,1624,1,0
1364,1777388400,1.16829,1.16837,1.16773,1.16829,1557,0,0
1365,1777389300,1.16829,1.16932,1.16818,1.1689,1753,0,0
1366,1777390200,1.1689,1.1696900000000001,1.16855,1.1694499999999999,1351,1,0
1367,1777391100,1.1694499999999999,1.16998,1.16941,1.16968,1219,0,0
1368,1777392000,1.1697,1.16976,1.16927,1.16943,1198,0,0
1369,1777392900,1.16943,1.16997,1.16878,1.1699,1598,0,0
1370,1777393800,1.1699,1.17037,1.16907,1.17014,2390,0,0
1371,1777394700,1.17014,1.17025,1.1696,1.16974,1538,0,0
1372,1777395600,1.16974,1.16987,1.16894,1.16972,1800,0,0
1373,1777396500,1.16972,1.16992,1.16933,1.16966,1391,1,0
1374,1777397400,1.16966,1.17032,1.16941,1.16966,1574,0,0
1375,1777398300,1.16965,1.17009,1.1692,1.17009,2283,0,0
1376,1777399200,1.17008,1.17095,1.17008,1.17043,2034,0,0
1377,1777400100,1.17043,1.17127,1.17029,1.17106,1331,1,0
1378,1777401000,1.17106,1.17156,1.1707,1.17105,1459,0,0
1379,1777401900,1.17105,1.17139,1.17097,1.17136,1057,1,0
1380,1777402800,1.17136,1.17169,1.17113,1.17131,987,0,0
1381,1777403700,1.1713,1.1713,1.17047,1.17064,951,1,0
1382,1777404600,1.17063,1.17096,1.17051,1.17089,889,2,0
1383,1777405500,1.17089,1.1712,1.17062,1.17105,946,0,0
1384,1777406400,1.17105,1.17117,1.17061,1.1710099999999999,662,1,0
1385,1777407300,1.1710099999999999,1.17107,1.17053,1.17096,617,1,0
1386,1777408200,1.17096,1.17144,1.17086,1.1712500000000001,777,1,0
1387,1777409100,1.1712500000000001,1.17176,1.17116,1.17135,819,0,0
1388,1777410000,1.17135,1.17156,1.17111,1.1712500000000001,598,0,0
1389,1777410900,1.1712500000000001,1.17158,1.17117,1.17153,789,0,0
1390,1777411800,1.17153,1.17158,1.17126,1.17153,589,2,0
1391,1777412700,1.17155,1.17161,1.17103,1.17115,499,1,0
1392,1777413600,1.17115,1.1715200000000001,1.17102,1.17109,398,0,0
1393,1777414500,1.17109,1.1711,1.17084,1.17093,447,0,0
1394,1777415400,1.17092,1.17102,1.17077,1.17086,604,2,0
1395,1777416300,1.17087,1.17099,1.17057,1.17097,463,2,0
1396,1777417200,1.17096,1.17142,1.17086,1.17119,483,2,0
1397,1777418100,1.17119,1.17124,1.17107,1.17122,221,3,0
1398,1777419000,1.17123,1.17149,1.17123,1.17142,254,2,0
1399,1777419900,1.17141,1.17145,1.1712,1.1712,236,3,0
1400,1777420800,1.17108,1.1715200000000001,1.17105,1.17127,78,10,0
1401,1777421700,1.17127,1.17131,1.17099,1.17123,98,25,0
1402,1777422600,1.17122,1.17138,1.1710099999999999,1.17129,163,18,0
1403,1777423500,1.17129,1.17136,1.17097,1.17127,142,19,0
1404,1777424400,1.1712799999999999,1.1718,1.1712799999999999,1.17169,387,2,0
1405,1777425300,1.17169,1.17173,1.17141,1.17143,127,3,0
1406,1777426200,1.17143,1.17159,1.17141,1.1715200000000001,197,3,0
1407,1777427100,1.1715200000000001,1.17158,1.1714,1.17155,421,3,0
1408,1777428000,1.17155,1.17164,1.17143,1.1715,150,3,0
1409,1777428900,1.1715,1.17163,1.1715,1.17155,142,3,0
1410,1777429800,1.17155,1.17165,1.1715,1.17164,72,3,0
1411,1777430700,1.17164,1.17175,1.17153,1.17174,224,1,0
1412,1777431600,1.17175,1.17205,1.17175,1.17183,367,1,0
1413,1777432500,1.17182,1.1718600000000001,1.17144,1.17155,274,2,0
1414,1777433400,1.17155,1.17185,1.17147,1.17181,259,2,0
1415,1777434300,1.17181,1.17182,1.17143,1.17155,421,2,0
1416,1777435200,1.17155,1.1716,1.17061,1.17073,1089,2,0
1417,1777436100,1.17073,1.17114,1.17072,1.17106,676,2,0
1418,1777437000,1.17106,1.17158,1.17092,1.17142,979,1,0
1419,1777437900,1.17142,1.17149,1.17099,1.17119,472,2,0
1420,1777438800,1.17119,1.17167,1.17119,1.17146,542,1,0
1421,1777439700,1.17146,1.17165,1.17118,1.1712799999999999,478,2,0
1422,1777440600,1.17129,1.17131,1.17062,1.17077,408,1,0
1423,1777441500,1.17077,1.17107,1.1707,1.1707,452,2,0
1424,1777442400,1.1707,1.17106,1.1707,1.1709100000000001,429,1,0
1425,1777443300,1.1709,1.17107,1.17076,1.17094,392,2,0
1426,1777444200,1.17094,1.17094,1.17057,1.17064,318,1,0
1427,1777445100,1.17064,1.17066,1.17038,1.17049,282,2,0
1428,1777446000,1.1705,1.17073,1.17043,1.17064,312,2,0
1429,1777446900,1.17064,1.17069,1.17039,1.17056,283,2,0
1430,1777447800,1.17056,1.17076,1.17056,1.17059,257,0,0
1431,1777448700,1.17058,1.17062,1.17034,1.17055,228,1,0
1432,1777449600,1.17055,1.17058,1.1702,1.1702,315,2,0
1433,1777450500,1.17026,1.17033,1.17002,1.17017,366,1,0
1434,1777451400,1.17017,1.1703000000000001,1.16975,1.17005,424,0,0
1435,1777452300,1.17005,1.1702,1.16985,1.16995,585,1,0
1436,1777453200,1.16998,1.1703999999999999,1.16967,1.1697,864,0,0
1437,1777454100,1.1697,1.16997,1.16959,1.1699,645,0,0
1438,1777455000,1.1699,1.17036,1.16958,1.1700599999999999,544,0,0
1439,1777455900,1.17005,1.17034,1.16982,1.16998,753,0,0
1440,1777456800,1.16998,1.17072,1.16974,1.17062,1064,0,0
1441,1777457700,1.17062,1.17066,1.17024,1.1705,677,0,0
1442,1777458600,1.1705,1.17074,1.17035,1.17048,776,0,0
1443,1777459500,1.17049,1.17082,1.17041,1.17051,747,1,0
1444,1777460400,1.17049,1.17057,1.16931,1.16953,1371,0,0
1445,1777461300,1.16953,1.17024,1.16946,1.16987,944,0,0
1446,1777462200,1.16987,1.16996,1.16948,1.16991,803,1,0
1447,1777463100,1.16991,1.17012,1.16972,1.17001,593,0,0
1448,1777464000,1.17001,1.17026,1.16978,1.16997,781,0,0
1449,1777464900,1.16996,1.17021,1.16963,1.17014,647,0,0
1450,1777465800,1.17014,1.17044,1.16985,1.16998,773,0,0
1451,1777466700,1.16997,1.17019,1.16957,1.16974,853,0,0
1452,1777467600,1.16974,1.17018,1.16958,1.17016,747,0,0
1453,1777468500,1.17015,1.17029,1.16997,1.1701,526,2,0
1454,1777469400,1.1701,1.17018,1.16989,1.1701,609,2,0
1455,1777470300,1.1701,1.17093,1.17,1.17083,745,1,0
1456,1777471200,1.17083,1.17097,1.1703999999999999,1.17048,966,1,0
1457,1777472100,1.17048,1.17075,1.17026,1.17052,595,0,0
1458,1777473000,1.17052,1.1709,1.17023,1.17037,913,0,0
1459,1777473900,1.17037,1.17051,1.16988,1.17008,660,0,0
1460,1777474800,1.17008,1.17081,1.17001,1.17039,982,0,0
1461,1777475700,1.1703999999999999,1.17077,1.17005,1.17044,1077,0,0
1462,1777476600,1.17045,1.17046,1.16959,1.16996,1169,0,0
1463,1777477500,1.16996,1.1701,1.16932,1.16989,1390,0,0
1464,1777478400,1.16989,1.17032,1.16975,1.16989,1229,0,0
1465,1777479300,1.16989,1.16989,1.16889,1.1690800000000001,1579,0,0
1466,1777480200,1.1690800000000001,1.16919,1.1682299999999999,1.16869,1783,0,0
1467,1777481100,1.16869,1.16897,1.16842,1.16888,1955,0,0
1468,1777482000,1.16888,1.16891,1.16832,1.16875,1623,0,0
1469,1777482900,1.16875,1.16928,1.16872,1.16906,1247,0,0
1470,1777483800,1.16906,1.16955,1.16891,1.16903,1082,1,0
1471,1777484700,1.16903,1.1703000000000001,1.16872,1.17009,1646,0,0
1472,1777485600,1.1700599999999999,1.17015,1.16936,1.16947,1526,0,0
1473,1777486500,1.16947,1.16972,1.16896,1.16922,1479,0,0
1474,1777487400,1.16922,1.17001,1.16917,1.16988,1480,0,0
1475,1777488300,1.16987,1.1703999999999999,1.1687400000000001,1.16947,2249,0,0
1476,1777489200,1.16947,1.16987,1.16903,1.16917,1191,0,0
1477,1777490100,1.1691799999999999,1.1695,1.16883,1.16924,952,0,0
1478,1777491000,1.16924,1.16929,1.16862,1.16866,1379,0,0
1479,1777491900,1.16867,1.16877,1.16827,1.16846,919,1,0
1480,1777492800,1.16846,1.16848,1.16795,1.1681,838,0,0
1481,1777493700,1.1681,1.16854,1.16794,1.16822,982,0,0
1482,1777494600,1.16821,1.16845,1.16797,1.16833,1161,0,0
1483,1777495500,1.16834,1.16889,1.16827,1.16868,936,0,0
1484,1777496400,1.16868,1.16905,1.16704,1.16749,2423,0,0
1485,1777497300,1.16749,1.16834,1.16737,1.16757,1559,0,0
1486,1777498200,1.16755,1.16843,1.16631,1.16638,2470,0,0
1487,1777499100,1.16639,1.1673499999999999,1.166,1.16721,2198,0,0
1488,1777500000,1.16721,1.16767,1.16663,1.16764,1476,0,0
1489,1777500900,1.16765,1.16804,1.1673,1.16745,1159,1,0
1490,1777501800,1.16745,1.16749,1.1667399999999999,1.16712,860,0,0
1491,1777502700,1.16712,1.16769,1.16697,1.1676199999999999,996,0,0
1492,1777503600,1.1676199999999999,1.16774,1.16709,1.16723,964,0,0
1493,1777504500,1.16723,1.16747,1.16706,1.1674,483,3,0
1494,1777505400,1.16741,1.16755,1.16722,1.16745,495,3,0
1495,1777506300,1.16745,1.16749,1.16714,1.16743,438,2,0
1496,1777507200,1.16775,1.1678,1.16598,1.16738,114,0,0
1497,1777508100,1.1673,1.16754,1.16696,1.1675,122,17,0
1498,1777509000,1.1675,1.16788,1.16696,1.16758,1157,0,0
1499,1777509900,1.16758,1.16785,1.16719,1.16727,1072,3,0
1500,1777510800,1.16727,1.16759,1.1671,1.16723,383,3,0
1501,1777511700,1.16723,1.16777,1.16722,1.16774,334,2,0
1502,1777512600,1.16774,1.16785,1.16763,1.16774,280,3,0
1503,1777513500,1.16774,1.16784,1.16764,1.16776,249,2,0
1504,1777514400,1.16776,1.16784,1.16755,1.16772,232,3,0
1505,1777515300,1.16772,1.16793,1.16772,1.16793,180,2,0
1506,1777516200,1.16793,1.16858,1.16783,1.1685699999999999,369,3,0
1507,1777517100,1.1685699999999999,1.16863,1.16826,1.16845,292,3,0
1508,1777518000,1.16845,1.16892,1.16837,1.16872,1001,1,0
1509,1777518900,1.16872,1.1688399999999999,1.1684700000000001,1.16855,736,1,0
1510,1777519800,1.16855,1.16872,1.16814,1.16822,697,2,0
1511,1777520700,1.16822,1.16839,1.16791,1.16791,708,1,0
1512,1777521600,1.16792,1.16802,1.16768,1.16797,664,0,0
1513,1777522500,1.16797,1.16817,1.1678600000000001,1.16789,550,0,0
1514,1777523400,1.16789,1.16815,1.1674,1.1675200000000001,896,0,0
1515,1777524300,1.1675200000000001,1.16788,1.16728,1.16738,798,2,0
1516,1777525200,1.16738,1.16758,1.16714,1.16757,702,2,0
1517,1777526100,1.16757,1.16766,1.16698,1.16711,543,0,0
1518,1777527000,1.16711,1.16711,1.16632,1.16647,1260,0,0
1519,1777527900,1.16647,1.16669,1.16618,1.16668,636,1,0
1520,1777528800,1.16668,1.1671,1.16655,1.1667,673,0,0
1521,1777529700,1.1667,1.1670099999999999,1.16657,1.16694,597,2,0
1522,1777530600,1.16694,1.16699,1.16659,1.16668,450,1,0
1523,1777531500,1.16668,1.16669,1.16644,1.16658,370,2,0
1524,1777532400,1.16658,1.1666,1.16623,1.16643,660,0,0
1525,1777533300,1.16643,1.16645,1.16567,1.16588,657,0,0
1526,1777534200,1.16586,1.16594,1.16543,1.16585,788,0,0
1527,1777535100,1.16584,1.16609,1.16575,1.166,701,1,0
1528,1777536000,1.166,1.16646,1.16597,1.16632,818,0,0
1529,1777536900,1.16633,1.16643,1.16599,1.16609,560,0,0
1530,1777537800,1.16609,1.16643,1.16592,1.16614,657,0,0
1531,1777538700,1.16614,1.16621,1.1657899999999999,1.16593,695,1,0
1532,1777539600,1.16592,1.16652,1.16577,1.16606,879,1,0
1533,1777540500,1.16605,1.16659,1.1659,1.16654,932,1,0
1534,1777541400,1.16654,1.16703,1.16644,1.16676,1397,1,0
1535,1777542300,1.16676,1.16705,1.16661,1.16703,1013,0,0
1536,1777543200,1.16703,1.16808,1.167,1.16805,1291,0,0
1537,1777544100,1.16805,1.1681300000000001,1.16759,1.16811,935,0,0
1538,1777545000,1.16811,1.1681300000000001,1.16749,1.16787,927,1,0
1539,1777545900,1.16787,1.16837,1.16749,1.1679599999999999,1193,0,0
1540,1777546800,1.16795,1.16974,1.1678600000000001,1.16902,2139,0,0
1541,1777547700,1.16901,1.16912,1.16837,1.16871,1455,0,0
1542,1777548600,1.16872,1.16907,1.16822,1.16861,1422,0,0
1543,1777549500,1.16861,1.16863,1.16742,1.16794,1467,0,0
1544,1777550400,1.1679599999999999,1.16814,1.16732,1.16803,1465,0,0
1545,1777551300,1.16804,1.16865,1.16771,1.16862,1336,0,0
1546,1777552200,1.16866,1.16954,1.1685,1.16903,1912,0,0
1547,1777553100,1.1690800000000001,1.16973,1.16904,1.16943,1146,0,0
1548,1777554000,1.16943,1.16959,1.16881,1.16894,1294,0,0
1549,1777554900,1.16894,1.17072,1.16892,1.17063,1686,0,0
1550,1777555800,1.17065,1.17116,1.17021,1.17085,3635,0,0
1551,1777556700,1.17084,1.17151,1.1701,1.17147,2843,0,0
1552,1777557600,1.17147,1.17195,1.17028,1.17081,2767,0,0
1553,1777558500,1.17082,1.1719,1.17068,1.17167,2616,0,0
1554,1777559400,1.17167,1.17194,1.17087,1.17161,2613,0,0
1555,1777560300,1.17161,1.17191,1.17033,1.17048,2117,0,0
1556,1777561200,1.17048,1.17055,1.16974,1.17045,1870,0,0
1557,1777562100,1.17045,1.17048,1.16895,1.17003,2424,0,0
1558,1777563000,1.17003,1.17027,1.16886,1.169,2223,0,0
1559,1777563900,1.169,1.16997,1.16888,1.16926,2151,0,0
1560,1777564800,1.16926,1.17008,1.16852,1.16931,2765,0,0
1561,1777565700,1.16931,1.16938,1.16817,1.16916,1939,0,0
1562,1777566600,1.16916,1.1694499999999999,1.16832,1.16912,1986,0,0
1563,1777567500,1.16912,1.16967,1.16885,1.169,2050,0,0
1564,1777568400,1.16901,1.17,1.16862,1.16978,2940,0,0
1565,1777569300,1.16975,1.17149,1.16974,1.17133,2569,0,0
1566,1777570200,1.17133,1.17147,1.17045,1.1714,2478,0,0
1567,1777571100,1.1714,1.17332,1.1712799999999999,1.17276,2881,0,0
1568,1777572000,1.17277,1.17357,1.17222,1.17346,3404,0,0
1569,1777572900,1.17344,1.17352,1.1724999999999999,1.17267,2357,0,0
1570,1777573800,1.17267,1.17336,1.17246,1.17313,1708,0,0
1571,1777574700,1.17312,1.17312,1.17221,1.17275,1492,0,0
1572,1777575600,1.17276,1.17355,1.17259,1.17316,1485,0,0
1573,1777576500,1.17316,1.17324,1.17237,1.17257,1169,0,0
1574,1777577400,1.17257,1.1727,1.17228,1.17257,795,0,0
1575,1777578300,1.17257,1.17285,1.17224,1.17254,884,0,0
1576,1777579200,1.17254,1.1731,1.17233,1.17241,1375,0,0
1577,1777580100,1.17241,1.17289,1.17217,1.17266,1046,0,0
1578,1777581000,1.17276,1.17323,1.1726,1.17283,1195,0,0
1579,1777581900,1.17283,1.17293,1.17241,1.17249,689,1,0
1580,1777582800,1.17249,1.17298,1.17249,1.17261,826,0,0
1581,1777583700,1.17261,1.17326,1.1724999999999999,1.17293,841,0,0
1582,1777584600,1.17296,1.1737,1.17294,1.17359,947,0,0
1583,1777585500,1.17359,1.174,1.1735,1.17363,772,0,0
1584,1777586400,1.17361,1.17416,1.17356,1.17393,1161,0,0
1585,1777587300,1.17393,1.1740599999999999,1.17315,1.17343,711,0,0
1586,1777588200,1.17343,1.17389,1.17329,1.17367,812,0,0
1587,1777589100,1.17367,1.17386,1.1733500000000001,1.1733500000000001,852,0,0
1588,1777590000,1.17334,1.17362,1.17291,1.17318,982,0,0
1589,1777590900,1.17318,1.17356,1.17314,1.17333,391,1,0
1590,1777591800,1.17334,1.17362,1.17305,1.17306,368,3,0
1591,1777592700,1.17306,1.17328,1.17301,1.17306,596,2,0
1592,1777593600,1.17316,1.17323,1.17264,1.17315,181,1,0
1593,1777594500,1.17317,1.17341,1.17289,1.17301,143,9,0
1594,1777595400,1.173,1.17306,1.17292,1.17299,133,12,0
1595,1777596300,1.17299,1.17351,1.17296,1.17322,318,3,0
1596,1777597200,1.17322,1.17359,1.17301,1.1731,221,2,0
1597,1777598100,1.17309,1.1732,1.17301,1.1731,223,3,0
1598,1777599000,1.1731,1.17317,1.1728399999999999,1.17304,286,3,0
1599,1777599900,1.17303,1.17314,1.17291,1.17312,382,3,0
1600,1777600800,1.17312,1.17329,1.17312,1.17314,282,3,0
1601,1777601700,1.17314,1.17326,1.17309,1.17317,190,2,0
1602,1777602600,1.17318,1.17326,1.17295,1.17296,247,3,0
1603,1777603500,1.17296,1.1730800000000001,1.17279,1.17286,546,3,0
1604,1777604400,1.17287,1.17297,1.17237,1.17255,1022,0,0
1605,1777605300,1.17255,1.17275,1.1723,1.17272,676,1,0
1606,1777606200,1.17273,1.17292,1.17255,1.1729,749,1,0
1607,1777607100,1.1729,1.17296,1.17263,1.17276,871,1,0
1608,1777608000,1.17276,1.1728,1.17243,1.17278,489,1,0
1609,1777608900,1.17278,1.17302,1.17255,1.17289,422,0,0
1610,1777609800,1.17289,1.17328,1.17289,1.17307,534,0,0
1611,1777610700,1.17307,1.17319,1.17295,1.17302,628,1,0
1612,1777611600,1.17303,1.1734,1.17297,1.17324,417,1,0
1613,1777612500,1.17324,1.1734,1.17309,1.17327,418,2,0
1614,1777613400,1.17327,1.17338,1.17307,1.1732,492,0,0
1615,1777614300,1.1732,1.17339,1.17289,1.1733500000000001,397,1,0
1616,1777615200,1.1733500000000001,1.1734499999999999,1.17318,1.17344,467,2,0
1617,1777616100,1.17344,1.17363,1.17328,1.17353,367,1,0
1618,1777617000,1.17353,1.17363,1.17312,1.17324,560,1,0
1619,1777617900,1.17324,1.17334,1.17302,1.17311,486,2,0
1620,1777618800,1.17311,1.17323,1.17276,1.1729,583,0,0
1621,1777619700,1.17289,1.17293,1.17255,1.17264,622,0,0
1622,1777620600,1.17264,1.17275,1.17257,1.1727,351,1,0
1623,1777621500,1.1727,1.17275,1.1724999999999999,1.17266,353,2,0
1624,1777622400,1.17266,1.17271,1.17245,1.17253,542,2,0
1625,1777623300,1.17253,1.17255,1.17232,1.17244,378,1,0
1626,1777624200,1.17243,1.17262,1.17236,1.17252,396,0,0
1627,1777625100,1.17252,1.17253,1.17208,1.17224,470,2,0
1628,1777626000,1.17224,1.17242,1.17211,1.1722,551,1,0
1629,1777626900,1.1722,1.17227,1.1718899999999999,1.17207,679,0,0
1630,1777627800,1.17207,1.17215,1.17179,1.17214,658,1,0
1631,1777628700,1.17214,1.17449,1.17209,1.17354,3372,0,0
1632,1777629600,1.17354,1.17386,1.17317,1.17341,2107,0,0
1633,1777630500,1.1734,1.17399,1.1731,1.17395,1661,0,0
1634,1777631400,1.17395,1.17398,1.17317,1.17368,1327,0,0
1635,1777632300,1.17367,1.17419,1.173,1.17344,1595,0,0
1636,1777633200,1.17344,1.17386,1.17313,1.17324,1537,0,0
1637,1777634100,1.17324,1.1748,1.17312,1.17443,1348,0,0
1638,1777635000,1.17443,1.17473,1.17412,1.17446,1172,0,0
1639,1777635900,1.17446,1.17458,1.1740599999999999,1.17434,1080,0,0
1640,1777636800,1.17435,1.17438,1.17359,1.17379,937,0,0
1641,1777637700,1.17379,1.1739,1.17322,1.17338,1091,0,0
1642,1777638600,1.17333,1.17385,1.17329,1.1736900000000001,1161,0,0
1643,1777639500,1.1736900000000001,1.17373,1.17303,1.17313,1027,0,0
1644,1777640400,1.17313,1.17422,1.1730800000000001,1.17417,997,0,0
1645,1777641300,1.17417,1.17442,1.17404,1.1742,685,0,0
1646,1777642200,1.1742,1.17437,1.17385,1.17404,646,0,0
1647,1777643100,1.17403,1.1745700000000001,1.17402,1.17446,689,0,0
1648,1777644000,1.17446,1.17509,1.17434,1.17508,901,0,0
1649,1777644900,1.17508,1.17582,1.1749100000000001,1.17554,1131,0,0
1650,1777645800,1.17554,1.17569,1.17475,1.17477,906,0,0
1651,1777646700,1.17477,1.17515,1.1745,1.17513,842,0,0
1652,1777647600,1.17513,1.17614,1.17473,1.17585,1597,0,0
1653,1777648500,1.17585,1.17689,1.17573,1.17654,2077,0,0
1654,1777649400,1.17654,1.17668,1.17587,1.17595,1169,0,0
1655,1777650300,1.17595,1.17618,1.17561,1.17574,950,0,0
1656,1777651200,1.17574,1.17622,1.17563,1.17592,1235,0,0
1657,1777652100,1.17592,1.17611,1.17527,1.17549,1155,0,0
1658,1777653000,1.17549,1.17582,1.17519,1.17533,1624,0,0
1659,1777653900,1.17532,1.17637,1.17434,1.1762,3169,0,0
1660,1777654800,1.1762,1.17832,1.17602,1.17785,2847,0,0
1661,1777655700,1.17785,1.17852,1.17752,1.1779,2248,0,0
1662,1777656600,1.1779,1.17803,1.17673,1.17703,1961,0,0
1663,1777657500,1.17703,1.17734,1.17638,1.17673,1674,0,0
1664,1777658400,1.17673,1.17703,1.17635,1.17697,1895,0,0
1665,1777659300,1.17697,1.17707,1.17622,1.1764000000000001,1371,0,0
1666,1777660200,1.1764000000000001,1.17681,1.17602,1.17639,1375,0,0
1667,1777661100,1.17639,1.17685,1.17532,1.17549,2019,0,0
1668,1777662000,1.17546,1.17571,1.17505,1.1753,1272,0,0
1669,1777662900,1.1753,1.17563,1.17465,1.17479,1497,0,0
1670,1777663800,1.17479,1.17488,1.17413,1.17451,1167,0,0
1671,1777664700,1.17451,1.17453,1.17372,1.17381,1072,0,0
1672,1777665600,1.17381,1.17404,1.17347,1.1737,913,0,0
1673,1777666500,1.1737,1.17393,1.17344,1.17364,714,0,0
1674,1777667400,1.17364,1.17378,1.17291,1.17306,893,0,0
1675,1777668300,1.17306,1.17372,1.17292,1.1733,981,0,0
1676,1777669200,1.1733,1.17339,1.17235,1.17255,1124,0,0
1677,1777670100,1.17256,1.17278,1.17196,1.17238,962,0,0
1678,1777671000,1.17239,1.17265,1.17193,1.17262,1107,0,0
1679,1777671900,1.17262,1.17292,1.17241,1.17273,936,0,0
1680,1777672800,1.17273,1.17283,1.17229,1.17245,740,0,0
1681,1777673700,1.17245,1.17252,1.17226,1.17228,539,0,0
1682,1777674600,1.17228,1.17234,1.17188,1.17205,590,1,0
1683,1777675500,1.17204,1.1721,1.17166,1.17195,563,0,0
1684,1777676400,1.17194,1.1722299999999999,1.17192,1.17202,383,2,0
1685,1777677300,1.17202,1.17205,1.17159,1.17166,341,2,0
1686,1777678200,1.17167,1.17192,1.17154,1.17191,289,3,0
1687,1777679100,1.17191,1.17209,1.1715200000000001,1.17179,739,3,0
1688,1777852800,1.17439,1.17481,1.17384,1.17481,195,5,0
1689,1777853700,1.17481,1.1749,1.17424,1.17468,309,0,0
1690,1777854600,1.17468,1.17484,1.17458,1.17466,152,0,0
1691,1777855500,1.17464,1.17464,1.17383,1.17411,481,0,0
1692,1777856400,1.17411,1.17419,1.17325,1.17339,838,0,0
1693,1777857300,1.17339,1.17339,1.17266,1.1732,577,0,0
1694,1777858200,1.1732,1.17361,1.17315,1.17352,407,2,0
1695,1777859100,1.17352,1.17359,1.17292,1.17331,270,0,0
1696,1777860000,1.17331,1.17331,1.17304,1.17322,247,0,0
1697,1777860900,1.17322,1.17322,1.17296,1.17306,251,2,0
1698,1777861800,1.17306,1.17321,1.1726,1.17261,306,0,0
1699,1777862700,1.17264,1.17298,1.17248,1.17257,514,0,0
1700,1777863600,1.17258,1.17288,1.17238,1.17254,874,0,0
1701,1777864500,1.17254,1.17266,1.17206,1.17235,742,1,0
1702,1777865400,1.17235,1.1726,1.17229,1.17245,567,1,0
1703,1777866300,1.17246,1.1727400000000001,1.17234,1.1727,702,2,0
1704,1777867200,1.1727,1.17271,1.172,1.17225,744,0,0
1705,1777868100,1.17226,1.17291,1.17212,1.17224,833,0,0
1706,1777869000,1.17224,1.17257,1.17209,1.17255,677,1,0
1707,1777869900,1.17255,1.17263,1.17212,1.17238,693,2,0
1708,1777870800,1.17251,1.17279,1.17228,1.1727,786,0,0
1709,1777871700,1.1727,1.1727,1.17225,1.17226,458,1,0
1710,1777872600,1.17226,1.17264,1.17224,1.17258,598,2,0
1711,1777873500,1.17258,1.17286,1.17254,1.1727400000000001,427,2,0
1712,1777874400,1.1727400000000001,1.17285,1.17249,1.17271,488,0,0
1713,1777875300,1.17271,1.17273,1.1724700000000001,1.17261,306,2,0
1714,1777876200,1.17261,1.17266,1.17238,1.1726,406,0,0
1715,1777877100,1.17257,1.17389,1.17255,1.17374,2611,0,0
1716,1777878000,1.17375,1.17382,1.17322,1.17328,853,0,0
1717,1777878900,1.17328,1.1733500000000001,1.17279,1.17282,544,0,0
1718,1777879800,1.17297,1.17302,1.17269,1.1728,434,1,0
1719,1777880700,1.1728,1.17292,1.17269,1.17288,384,1,0
1720,1777881600,1.17288,1.17312,1.17267,1.17282,617,0,0
1721,1777882500,1.17282,1.17323,1.17256,1.17266,965,0,0
1722,1777883400,1.17267,1.17291,1.17254,1.17287,538,0,0
1723,1777884300,1.17282,1.17318,1.1728,1.17306,588,1,0
1724,1777885200,1.17306,1.17356,1.173,1.17349,972,0,0
1725,1777886100,1.17349,1.17371,1.17331,1.17354,835,1,0
1726,1777887000,1.17354,1.17367,1.17266,1.17281,1245,0,0
1727,1777887900,1.17281,1.17315,1.17206,1.17288,1256,0,0
1728,1777888800,1.17288,1.17291,1.17231,1.17261,1299,0,0
1729,1777889700,1.17261,1.17283,1.17201,1.17206,894,0,0
1730,1777890600,1.17206,1.17244,1.1718,1.17181,882,0,0
1731,1777891500,1.17181,1.17216,1.17145,1.17178,940,0,0
1732,1777892400,1.17177,1.17177,1.17113,1.17158,1226,0,0
1733,1777893300,1.17158,1.1718899999999999,1.1712799999999999,1.17182,1069,0,0
1734,1777894200,1.17182,1.17218,1.17163,1.172,966,0,0
1735,1777895100,1.172,1.17231,1.17174,1.17191,971,0,0
1736,1777896000,1.17191,1.17237,1.17168,1.17195,1062,0,0
1737,1777896900,1.17195,1.17207,1.1715,1.17187,1004,0,0
1738,1777897800,1.1718600000000001,1.17212,1.17173,1.17204,751,1,0
1739,1777898700,1.17204,1.17205,1.1716,1.1717,750,0,0
1740,1777899600,1.1717,1.17172,1.16929,1.16959,3108,0,0
1741,1777900500,1.16959,1.17038,1.16878,1.17027,2602,0,0
1742,1777901400,1.17027,1.17143,1.17022,1.1710099999999999,2229,0,0
1743,1777902300,1.1710099999999999,1.17127,1.17027,1.17041,1351,0,0
1744,1777903200,1.17041,1.17085,1.16959,1.16959,1602,0,0
1745,1777904100,1.16958,1.1702,1.16953,1.17007,1140,0,0
1746,1777905000,1.17007,1.17013,1.1694499999999999,1.16995,1465,0,0
1747,1777905900,1.16994,1.17004,1.1692,1.16931,1066,1,0
1748,1777906800,1.16932,1.17021,1.1691,1.17018,1198,0,0
1749,1777907700,1.17018,1.17097,1.17,1.17086,1773,0,0
1750,1777908600,1.17086,1.17111,1.17048,1.17082,1152,0,0
1751,1777909500,1.17082,1.17124,1.1706699999999999,1.1709100000000001,1138,0,0
1752,1777910400,1.17092,1.17137,1.17019,1.17094,2469,0,0
1753,1777911300,1.17094,1.17102,1.17043,1.17072,1345,0,0
1754,1777912200,1.17072,1.17178,1.17054,1.17157,2370,0,0
1755,1777913100,1.17157,1.17174,1.17122,1.17149,1623,0,0
1756,1777914000,1.17148,1.17149,1.17061,1.17092,2107,0,0
